Date,Temperature_Celsius(℃),Relative_Humidity(%)
"Mar. 7, 2023 15:43",4.5,76
"Mar. 7, 2023 15:44",4.5,76
"Mar. 7, 2023 15:45",4.5,76
"Mar. 7, 2023 15:46",4.5,76
"Mar. 7, 2023 15:47",4.5,76
"Mar. 7, 2023 15:48",4.6,76
"Mar. 7, 2023 15:49",4.6,76
"Mar. 7, 2023 15:50",4.6,76
"Mar. 7, 2023 15:51",4.6,76
"Mar. 7, 2023 15:52",4.6,76
"Mar. 7, 2023 15:53",4.6,76
"Mar. 7, 2023 15:54",4.6,76
"Mar. 7, 2023 15:55",4.6,76
"Mar. 7, 2023 15:56",4.6,76
"Mar. 7, 2023 15:57",4.6,76
"Mar. 7, 2023 15:58",4.6,75
"Mar. 7, 2023 15:59",4.6,75
"Mar. 7, 2023 16:00",4.6,75
"Mar. 7, 2023 16:01",4.5,75
"Mar. 7, 2023 16:02",4.4,75
"Mar. 7, 2023 16:03",4.4,75
"Mar. 7, 2023 16:04",4.4,75
"Mar. 7, 2023 16:05",4.4,75
"Mar. 7, 2023 16:06",4.4,75
"Mar. 7, 2023 16:07",4.4,76
"Mar. 7, 2023 16:08",4.4,76
"Mar. 7, 2023 16:09",4.4,77
"Mar. 7, 2023 16:10",4.4,77
"Mar. 7, 2023 16:11",4.4,77
"Mar. 7, 2023 16:12",4.4,76
"Mar. 7, 2023 16:13",4.4,76
"Mar. 7, 2023 16:14",4.4,75
"Mar. 7, 2023 16:15",4.4,74
"Mar. 7, 2023 16:16",4.4,74
"Mar. 7, 2023 16:17",4.5,74
"Mar. 7, 2023 16:18",4.5,74
"Mar. 7, 2023 16:19",4.5,74
"Mar. 7, 2023 16:20",4.5,74
"Mar. 7, 2023 16:21",4.5,74
"Mar. 7, 2023 16:22",4.6,74
"Mar. 7, 2023 16:23",4.6,74
"Mar. 7, 2023 16:24",4.6,74
"Mar. 7, 2023 16:25",4.6,74
"Mar. 7, 2023 16:26",4.6,73
"Mar. 7, 2023 16:27",4.6,73
"Mar. 7, 2023 16:28",4.6,73
"Mar. 7, 2023 16:29",4.6,73
"Mar. 7, 2023 16:30",4.6,73
"Mar. 7, 2023 16:31",4.5,73
"Mar. 7, 2023 16:32",4.5,73
"Mar. 7, 2023 16:33",4.5,73
"Mar. 7, 2023 16:34",4.4,73
"Mar. 7, 2023 16:35",4.4,73
"Mar. 7, 2023 16:36",4.4,74
"Mar. 7, 2023 16:37",4.3,75
"Mar. 7, 2023 16:38",4.3,75
"Mar. 7, 2023 16:39",4.2,75
"Mar. 7, 2023 16:40",4.2,75
"Mar. 7, 2023 16:41",4.2,76
"Mar. 7, 2023 16:42",4.1,76
"Mar. 7, 2023 16:43",4.1,76
"Mar. 7, 2023 16:44",4.0,77
"Mar. 7, 2023 16:45",3.9,78
"Mar. 7, 2023 16:46",3.9,79
"Mar. 7, 2023 16:47",3.9,80
"Mar. 7, 2023 16:48",3.8,80
"Mar. 7, 2023 16:49",3.8,80
"Mar. 7, 2023 16:50",3.8,80
"Mar. 7, 2023 16:51",3.7,80
"Mar. 7, 2023 16:52",3.7,80
"Mar. 7, 2023 16:53",3.6,81
"Mar. 7, 2023 16:54",3.6,81
"Mar. 7, 2023 16:55",3.6,82
"Mar. 7, 2023 16:56",3.5,82
"Mar. 7, 2023 16:57",3.5,82
"Mar. 7, 2023 16:58",3.5,82
"Mar. 7, 2023 16:59",3.5,82
"Mar. 7, 2023 17:00",3.5,82
"Mar. 7, 2023 17:01",3.4,82
"Mar. 7, 2023 17:02",3.4,82
"Mar. 7, 2023 17:03",3.4,83
"Mar. 7, 2023 17:04",3.4,83
"Mar. 7, 2023 17:05",3.4,83
"Mar. 7, 2023 17:06",3.4,82
"Mar. 7, 2023 17:07",3.4,82
"Mar. 7, 2023 17:08",3.3,82
"Mar. 7, 2023 17:09",3.3,82
"Mar. 7, 2023 17:10",3.3,82
"Mar. 7, 2023 17:11",3.3,82
"Mar. 7, 2023 17:12",3.3,82
"Mar. 7, 2023 17:13",3.3,82
"Mar. 7, 2023 17:14",3.3,82
"Mar. 7, 2023 17:15",3.3,82
"Mar. 7, 2023 17:16",3.3,82
"Mar. 7, 2023 17:17",3.2,82
"Mar. 7, 2023 17:18",3.2,82
"Mar. 7, 2023 17:19",3.2,82
"Mar. 7, 2023 17:20",3.2,82
"Mar. 7, 2023 17:21",3.2,82
"Mar. 7, 2023 17:22",3.2,82
"Mar. 7, 2023 17:23",3.2,82
"Mar. 7, 2023 17:24",3.2,82
"Mar. 7, 2023 17:25",3.2,83
"Mar. 7, 2023 17:26",3.2,83
"Mar. 7, 2023 17:27",3.2,83
"Mar. 7, 2023 17:28",3.2,83
"Mar. 7, 2023 17:29",3.2,83
"Mar. 7, 2023 17:30",3.2,83
"Mar. 7, 2023 17:31",3.2,83
"Mar. 7, 2023 17:32",3.2,83
"Mar. 7, 2023 17:33",3.2,83
"Mar. 7, 2023 17:34",3.2,83
"Mar. 7, 2023 17:35",3.1,83
"Mar. 7, 2023 17:36",3.1,83
"Mar. 7, 2023 17:37",3.1,83
"Mar. 7, 2023 17:38",3.1,83
"Mar. 7, 2023 17:39",3.1,83
"Mar. 7, 2023 17:40",3.1,83
"Mar. 7, 2023 17:41",3.1,83
"Mar. 7, 2023 17:42",3.1,83
"Mar. 7, 2023 17:43",3.1,83
"Mar. 7, 2023 17:44",3.1,83
"Mar. 7, 2023 17:45",3.1,83
"Mar. 7, 2023 17:46",3.0,83
"Mar. 7, 2023 17:47",3.0,83
"Mar. 7, 2023 17:48",3.0,83
"Mar. 7, 2023 17:49",3.0,83
"Mar. 7, 2023 17:50",3.0,83
"Mar. 7, 2023 17:51",3.0,83
"Mar. 7, 2023 17:52",3.0,83
"Mar. 7, 2023 17:53",3.0,83
"Mar. 7, 2023 17:54",3.0,83
"Mar. 7, 2023 17:55",2.9,83
"Mar. 7, 2023 17:56",2.9,83
"Mar. 7, 2023 17:57",2.9,83
"Mar. 7, 2023 17:58",2.9,82
"Mar. 7, 2023 17:59",2.9,82
"Mar. 7, 2023 18:00",2.8,82
"Mar. 7, 2023 18:01",2.8,82
"Mar. 7, 2023 18:02",2.8,82
"Mar. 7, 2023 18:03",2.8,82
"Mar. 7, 2023 18:04",2.8,82
"Mar. 7, 2023 18:05",2.7,83
"Mar. 7, 2023 18:06",2.7,83
"Mar. 7, 2023 18:07",2.7,83
"Mar. 7, 2023 18:08",2.7,83
"Mar. 7, 2023 18:09",2.7,83
"Mar. 7, 2023 18:10",2.7,83
"Mar. 7, 2023 18:11",2.6,83
"Mar. 7, 2023 18:12",2.6,83
"Mar. 7, 2023 18:13",2.6,83
"Mar. 7, 2023 18:14",2.6,83
"Mar. 7, 2023 18:15",2.6,83
"Mar. 7, 2023 18:16",2.6,83
"Mar. 7, 2023 18:17",2.6,83
"Mar. 7, 2023 18:18",2.5,83
"Mar. 7, 2023 18:19",2.5,83
"Mar. 7, 2023 18:20",2.5,83
"Mar. 7, 2023 18:21",2.5,83
"Mar. 7, 2023 18:22",2.5,83
"Mar. 7, 2023 18:23",2.5,83
"Mar. 7, 2023 18:24",2.5,83
"Mar. 7, 2023 18:25",2.4,83
"Mar. 7, 2023 18:26",2.4,83
"Mar. 7, 2023 18:27",2.4,83
"Mar. 7, 2023 18:28",2.4,83
"Mar. 7, 2023 18:29",2.4,83
"Mar. 7, 2023 18:30",2.4,83
"Mar. 7, 2023 18:31",2.4,83
"Mar. 7, 2023 18:32",2.3,82
"Mar. 7, 2023 18:33",2.3,82
"Mar. 7, 2023 18:34",2.3,82
"Mar. 7, 2023 18:35",2.3,82
"Mar. 7, 2023 18:36",2.3,82
"Mar. 7, 2023 18:37",2.3,83
"Mar. 7, 2023 18:38",2.3,83
"Mar. 7, 2023 18:39",2.3,83
"Mar. 7, 2023 18:40",2.3,83
"Mar. 7, 2023 18:41",2.2,83
"Mar. 7, 2023 18:42",2.2,83
"Mar. 7, 2023 18:43",2.2,83
"Mar. 7, 2023 18:44",2.2,83
"Mar. 7, 2023 18:45",2.2,83
"Mar. 7, 2023 18:46",2.2,83
"Mar. 7, 2023 18:47",2.1,83
"Mar. 7, 2023 18:48",2.1,83
"Mar. 7, 2023 18:49",2.1,83
"Mar. 7, 2023 18:50",2.1,83
"Mar. 7, 2023 18:51",2.1,84
"Mar. 7, 2023 18:52",2.1,84
"Mar. 7, 2023 18:53",2.1,84
"Mar. 7, 2023 18:54",2.0,84
"Mar. 7, 2023 18:55",2.0,84
"Mar. 7, 2023 18:56",2.0,84
"Mar. 7, 2023 18:57",2.0,84
"Mar. 7, 2023 18:58",2.0,84
"Mar. 7, 2023 18:59",2.0,84
"Mar. 7, 2023 19:00",2.0,84
"Mar. 7, 2023 19:01",1.9,84
"Mar. 7, 2023 19:02",1.9,84
"Mar. 7, 2023 19:03",1.9,85
"Mar. 7, 2023 19:04",1.9,85
"Mar. 7, 2023 19:05",1.9,85
"Mar. 7, 2023 19:06",1.9,85
"Mar. 7, 2023 19:07",1.9,85
"Mar. 7, 2023 19:08",1.8,85
"Mar. 7, 2023 19:09",1.8,85
"Mar. 7, 2023 19:10",1.8,85
"Mar. 7, 2023 19:11",1.8,85
"Mar. 7, 2023 19:12",1.8,85
"Mar. 7, 2023 19:13",1.8,85
"Mar. 7, 2023 19:14",1.8,85
"Mar. 7, 2023 19:15",1.8,85
"Mar. 7, 2023 19:16",1.8,85
"Mar. 7, 2023 19:17",1.8,85
"Mar. 7, 2023 19:18",1.8,85
"Mar. 7, 2023 19:19",1.8,85
"Mar. 7, 2023 19:20",1.8,85
"Mar. 7, 2023 19:21",1.8,85
"Mar. 7, 2023 19:22",1.8,85
"Mar. 7, 2023 19:23",1.8,85
"Mar. 7, 2023 19:24",1.8,85
"Mar. 7, 2023 19:25",1.8,85
"Mar. 7, 2023 19:26",1.8,85
"Mar. 7, 2023 19:27",1.8,85
"Mar. 7, 2023 19:28",1.8,85
"Mar. 7, 2023 19:29",1.8,85
"Mar. 7, 2023 19:30",1.8,85
"Mar. 7, 2023 19:31",1.7,85
"Mar. 7, 2023 19:32",1.7,85
"Mar. 7, 2023 19:33",1.7,85
"Mar. 7, 2023 19:34",1.7,85
"Mar. 7, 2023 19:35",1.7,86
"Mar. 7, 2023 19:36",1.7,85
"Mar. 7, 2023 19:37",1.7,85
"Mar. 7, 2023 19:38",1.7,85
"Mar. 7, 2023 19:39",1.7,85
"Mar. 7, 2023 19:40",1.7,85
"Mar. 7, 2023 19:41",1.7,86
"Mar. 7, 2023 19:42",1.7,86
"Mar. 7, 2023 19:43",1.7,86
"Mar. 7, 2023 19:44",1.7,86
"Mar. 7, 2023 19:45",1.7,86
"Mar. 7, 2023 19:46",1.7,86
"Mar. 7, 2023 19:47",1.7,86
"Mar. 7, 2023 19:48",1.7,86
"Mar. 7, 2023 19:49",1.7,86
"Mar. 7, 2023 19:50",1.7,86
"Mar. 7, 2023 19:51",1.7,86
"Mar. 7, 2023 19:52",1.7,86
"Mar. 7, 2023 19:53",1.7,86
"Mar. 7, 2023 19:54",1.7,86
"Mar. 7, 2023 19:55",1.7,86
"Mar. 7, 2023 19:56",1.7,86
"Mar. 7, 2023 19:57",1.6,86
"Mar. 7, 2023 19:58",1.6,86
"Mar. 7, 2023 19:59",1.6,86
"Mar. 7, 2023 20:00",1.6,86
"Mar. 7, 2023 20:01",1.6,86
"Mar. 7, 2023 20:02",1.6,86
"Mar. 7, 2023 20:03",1.6,86
"Mar. 7, 2023 20:04",1.6,86
"Mar. 7, 2023 20:05",1.6,87
"Mar. 7, 2023 20:06",1.6,87
"Mar. 7, 2023 20:07",1.6,87
"Mar. 7, 2023 20:08",1.6,87
"Mar. 7, 2023 20:09",1.6,87
"Mar. 7, 2023 20:10",1.6,87
"Mar. 7, 2023 20:11",1.6,87
"Mar. 7, 2023 20:12",1.6,87
"Mar. 7, 2023 20:13",1.6,87
"Mar. 7, 2023 20:14",1.6,87
"Mar. 7, 2023 20:15",1.6,87
"Mar. 7, 2023 20:16",1.5,87
"Mar. 7, 2023 20:17",1.5,87
"Mar. 7, 2023 20:18",1.5,87
"Mar. 7, 2023 20:19",1.5,87
"Mar. 7, 2023 20:20",1.5,87
"Mar. 7, 2023 20:21",1.5,87
"Mar. 7, 2023 20:22",1.5,87
"Mar. 7, 2023 20:23",1.5,87
"Mar. 7, 2023 20:24",1.5,87
"Mar. 7, 2023 20:25",1.5,87
"Mar. 7, 2023 20:26",1.5,87
"Mar. 7, 2023 20:27",1.5,87
"Mar. 7, 2023 20:28",1.5,87
"Mar. 7, 2023 20:29",1.5,87
"Mar. 7, 2023 20:30",1.5,87
"Mar. 7, 2023 20:31",1.5,87
"Mar. 7, 2023 20:32",1.5,87
"Mar. 7, 2023 20:33",1.5,87
"Mar. 7, 2023 20:34",1.5,87
"Mar. 7, 2023 20:35",1.5,87
"Mar. 7, 2023 20:36",1.5,87
"Mar. 7, 2023 20:37",1.5,87
"Mar. 7, 2023 20:38",1.5,87
"Mar. 7, 2023 20:39",1.5,87
"Mar. 7, 2023 20:40",1.5,87
"Mar. 7, 2023 20:41",1.5,87
"Mar. 7, 2023 20:42",1.5,87
"Mar. 7, 2023 20:43",1.6,87
"Mar. 7, 2023 20:44",1.6,87
"Mar. 7, 2023 20:45",1.6,88
"Mar. 7, 2023 20:46",1.5,88
"Mar. 7, 2023 20:47",1.5,88
"Mar. 7, 2023 20:48",1.5,88
"Mar. 7, 2023 20:49",1.5,88
"Mar. 7, 2023 20:50",1.5,88
"Mar. 7, 2023 20:51",1.5,88
"Mar. 7, 2023 20:52",1.5,88
"Mar. 7, 2023 20:53",1.5,88
"Mar. 7, 2023 20:54",1.5,88
"Mar. 7, 2023 20:55",1.4,88
"Mar. 7, 2023 20:56",1.4,88
"Mar. 7, 2023 20:57",1.4,88
"Mar. 7, 2023 20:58",1.4,88
"Mar. 7, 2023 20:59",1.4,88
"Mar. 7, 2023 21:00",1.3,88
"Mar. 7, 2023 21:01",1.3,88
"Mar. 7, 2023 21:02",1.3,88
"Mar. 7, 2023 21:03",1.3,88
"Mar. 7, 2023 21:04",1.3,88
"Mar. 7, 2023 21:05",1.3,88
"Mar. 7, 2023 21:06",1.3,88
"Mar. 7, 2023 21:07",1.2,88
"Mar. 7, 2023 21:08",1.2,88
"Mar. 7, 2023 21:09",1.2,88
"Mar. 7, 2023 21:10",1.2,88
"Mar. 7, 2023 21:11",1.2,88
"Mar. 7, 2023 21:12",1.2,88
"Mar. 7, 2023 21:13",1.2,88
"Mar. 7, 2023 21:14",1.2,88
"Mar. 7, 2023 21:15",1.1,88
"Mar. 7, 2023 21:16",1.1,88
"Mar. 7, 2023 21:17",1.1,88
"Mar. 7, 2023 21:18",1.1,88
"Mar. 7, 2023 21:19",1.1,89
"Mar. 7, 2023 21:20",1.1,89
"Mar. 7, 2023 21:21",1.1,89
"Mar. 7, 2023 21:22",1.1,89
"Mar. 7, 2023 21:23",1.1,89
"Mar. 7, 2023 21:24",1.1,89
"Mar. 7, 2023 21:25",1.1,89
"Mar. 7, 2023 21:26",1.1,89
"Mar. 7, 2023 21:27",1.1,89
"Mar. 7, 2023 21:28",1.0,89
"Mar. 7, 2023 21:29",1.0,89
"Mar. 7, 2023 21:30",1.0,89
"Mar. 7, 2023 21:31",1.0,89
"Mar. 7, 2023 21:32",1.0,89
"Mar. 7, 2023 21:33",1.0,89
"Mar. 7, 2023 21:34",1.0,89
"Mar. 7, 2023 21:35",1.0,89
"Mar. 7, 2023 21:36",1.0,89
"Mar. 7, 2023 21:37",1.0,89
"Mar. 7, 2023 21:38",0.9,89
"Mar. 7, 2023 21:39",0.9,89
"Mar. 7, 2023 21:40",0.9,89
"Mar. 7, 2023 21:41",0.9,89
"Mar. 7, 2023 21:42",0.9,89
"Mar. 7, 2023 21:43",0.9,89
"Mar. 7, 2023 21:44",0.9,89
"Mar. 7, 2023 21:45",0.9,90
"Mar. 7, 2023 21:46",0.9,90
"Mar. 7, 2023 21:47",0.9,90
"Mar. 7, 2023 21:48",0.9,90
"Mar. 7, 2023 21:49",0.8,90
"Mar. 7, 2023 21:50",0.8,90
"Mar. 7, 2023 21:51",0.8,90
"Mar. 7, 2023 21:52",0.8,90
"Mar. 7, 2023 21:53",0.8,90
"Mar. 7, 2023 21:54",0.8,90
"Mar. 7, 2023 21:55",0.7,90
"Mar. 7, 2023 21:56",0.7,90
"Mar. 7, 2023 21:57",0.7,90
"Mar. 7, 2023 21:58",0.7,90
"Mar. 7, 2023 21:59",0.7,90
"Mar. 7, 2023 22:00",0.7,90
"Mar. 7, 2023 22:01",0.7,90
"Mar. 7, 2023 22:02",0.6,90
"Mar. 7, 2023 22:03",0.6,90
"Mar. 7, 2023 22:04",0.6,90
"Mar. 7, 2023 22:05",0.6,90
"Mar. 7, 2023 22:06",0.6,90
"Mar. 7, 2023 22:07",0.6,90
"Mar. 7, 2023 22:08",0.6,90
"Mar. 7, 2023 22:09",0.6,90
"Mar. 7, 2023 22:10",0.6,90
"Mar. 7, 2023 22:11",0.6,90
"Mar. 7, 2023 22:12",0.6,90
"Mar. 7, 2023 22:13",0.6,90
"Mar. 7, 2023 22:14",0.6,90
"Mar. 7, 2023 22:15",0.6,90
"Mar. 7, 2023 22:16",0.6,90
"Mar. 7, 2023 22:17",0.5,90
"Mar. 7, 2023 22:18",0.5,90
"Mar. 7, 2023 22:19",0.5,90
"Mar. 7, 2023 22:20",0.5,90
"Mar. 7, 2023 22:21",0.5,90
"Mar. 7, 2023 22:22",0.5,90
"Mar. 7, 2023 22:23",0.5,90
"Mar. 7, 2023 22:24",0.4,90
"Mar. 7, 2023 22:25",0.4,90
"Mar. 7, 2023 22:26",0.4,90
"Mar. 7, 2023 22:27",0.4,90
"Mar. 7, 2023 22:28",0.4,90
"Mar. 7, 2023 22:29",0.4,90
"Mar. 7, 2023 22:30",0.4,90
"Mar. 7, 2023 22:31",0.4,91
"Mar. 7, 2023 22:32",0.4,91
"Mar. 7, 2023 22:33",0.4,91
"Mar. 7, 2023 22:34",0.4,91
"Mar. 7, 2023 22:35",0.3,91
"Mar. 7, 2023 22:36",0.3,91
"Mar. 7, 2023 22:37",0.3,91
"Mar. 7, 2023 22:38",0.3,91
"Mar. 7, 2023 22:39",0.3,91
"Mar. 7, 2023 22:40",0.3,91
"Mar. 7, 2023 22:41",0.3,91
"Mar. 7, 2023 22:42",0.3,91
"Mar. 7, 2023 22:43",0.3,91
"Mar. 7, 2023 22:44",0.3,91
"Mar. 7, 2023 22:45",0.2,91
"Mar. 7, 2023 22:46",0.2,91
"Mar. 7, 2023 22:47",0.2,91
"Mar. 7, 2023 22:48",0.2,91
"Mar. 7, 2023 22:49",0.2,91
"Mar. 7, 2023 22:50",0.2,91
"Mar. 7, 2023 22:51",0.2,91
"Mar. 7, 2023 22:52",0.2,91
"Mar. 7, 2023 22:53",0.2,91
"Mar. 7, 2023 22:54",0.2,91
"Mar. 7, 2023 22:55",0.2,91
"Mar. 7, 2023 22:56",0.2,91
"Mar. 7, 2023 22:57",0.2,91
"Mar. 7, 2023 22:58",0.2,91
"Mar. 7, 2023 22:59",0.2,91
"Mar. 7, 2023 23:00",0.2,91
"Mar. 7, 2023 23:01",0.2,91
"Mar. 7, 2023 23:02",0.2,91
"Mar. 7, 2023 23:03",0.1,91
"Mar. 7, 2023 23:04",0.1,91
"Mar. 7, 2023 23:05",0.1,91
"Mar. 7, 2023 23:06",0.1,91
"Mar. 7, 2023 23:07",0.1,91
"Mar. 7, 2023 23:08",0.1,91
"Mar. 7, 2023 23:09",0.1,91
"Mar. 7, 2023 23:10",0.1,91
"Mar. 7, 2023 23:11",0.1,91
"Mar. 7, 2023 23:12",0.1,91
"Mar. 7, 2023 23:13",0.1,91
"Mar. 7, 2023 23:14",0.1,91
"Mar. 7, 2023 23:15",0.1,91
"Mar. 7, 2023 23:16",0.1,91
"Mar. 7, 2023 23:17",0.1,91
"Mar. 7, 2023 23:18",0.1,91
"Mar. 7, 2023 23:19",0.1,91
"Mar. 7, 2023 23:20",0.1,91
"Mar. 7, 2023 23:21",0.0,91
"Mar. 7, 2023 23:22",0.0,91
"Mar. 7, 2023 23:23",0.0,91
"Mar. 7, 2023 23:24",0.0,91
"Mar. 7, 2023 23:25",0.0,91
"Mar. 7, 2023 23:26",0.0,91
"Mar. 7, 2023 23:27",0.0,92
"Mar. 7, 2023 23:28",0.0,92
"Mar. 7, 2023 23:29",0.0,92
"Mar. 7, 2023 23:30",0.0,92
"Mar. 7, 2023 23:31",0.0,92
"Mar. 7, 2023 23:32",0.0,92
"Mar. 7, 2023 23:33",0.0,92
"Mar. 7, 2023 23:34",0.0,92
"Mar. 7, 2023 23:35",0.0,92
"Mar. 7, 2023 23:36",0.0,92
"Mar. 7, 2023 23:37",0.0,92
"Mar. 7, 2023 23:38",0.0,92
"Mar. 7, 2023 23:39",0.0,92
"Mar. 7, 2023 23:40",0.0,92
"Mar. 7, 2023 23:41",0.0,92
"Mar. 7, 2023 23:42",0.0,92
"Mar. 7, 2023 23:43",0.0,92
"Mar. 7, 2023 23:44",0.0,92
"Mar. 7, 2023 23:45",0.0,92
"Mar. 7, 2023 23:46",0.0,92
"Mar. 7, 2023 23:47",0.0,92
"Mar. 7, 2023 23:48",0.0,92
"Mar. 7, 2023 23:49",0.0,92
"Mar. 7, 2023 23:50",0.0,92
"Mar. 7, 2023 23:51",0.0,92
"Mar. 7, 2023 23:52",0.0,92
"Mar. 7, 2023 23:53",0.0,92
"Mar. 7, 2023 23:54",0.0,92
"Mar. 7, 2023 23:55",0.0,92
"Mar. 7, 2023 23:56",0.0,92
"Mar. 7, 2023 23:57",0.0,92
"Mar. 7, 2023 23:58",0.0,92
"Mar. 7, 2023 23:59",0.0,92
"Mar. 8, 2023 00:00",0.0,92
"Mar. 8, 2023 00:01",0.0,92
"Mar. 8, 2023 00:02",0.0,92
"Mar. 8, 2023 00:03",0.0,92
"Mar. 8, 2023 00:04",0.0,92
